hh1,hh2,willingness_link1,willingness_link2,asymmetric_bilateral1,asymmetric_bilateral2,asymmetric_unilateral1,asymmetric_unilateral2,kinship1,kinship2,excess_wealth1,excess_wealth2,same_edu1,same_edu2,members1,members2,o_members1,o_members2,neighbors1,neighbors2,popularity1,popularity2,const1,const2
42,74,0,0,0,0,1,1,0,0,-.0577950477600098,.0577950477600098,1,1,3,4,4,3,0,0,1.29999995231628,.699999988079071,1,2
48,74,0,0,0,0,1,1,0,0,.329440832138062,-.329440832138062,0,0,5,4,4,5,0,0,1.29999995231628,.5,1,2
106,74,0,0,0,0,1,1,0,0,-6.9424409866333,6.9424409866333,1,1,4,4,4,4,0,0,1.29999995231628,.300000011920929,1,2
49,74,0,0,0,0,1,1,0,0,.321911096572876,-.321911096572876,0,0,2,4,4,2,0,0,1.29999995231628,.5,1,2
98,74,0,0,0,0,1,1,0,0,1.75102877616882,-1.75102877616882,0,0,2,4,4,2,0,0,1.29999995231628,.200000002980232,1,2
28,74,0,0,0,0,1,1,0,0,.521997451782227,-.521997451782227,1,1,2,4,4,2,0,0,1.29999995231628,.800000011920929,1,2
57,74,1,1,1,1,0,0,0,0,-.608691215515137,.608691215515137,1,1,2,4,4,2,0,0,1.20000004768372,.899999976158142,1,2
12,74,0,0,0,0,1,1,0,0,2.04688167572021,-2.04688167572021,0,0,2,4,4,2,0,0,1.29999995231628,.400000005960464,1,2
107,74,0,0,0,0,1,1,0,0,-1.45332336425781,1.45332336425781,1,1,3,4,4,3,0,0,1.29999995231628,0,1,2
84,75,0,0,0,0,1,1,0,0,1.88923060894012,-1.88923060894012,0,0,1,2,2,1,1,1,.5,0,1,2
85,75,0,0,0,0,1,1,0,0,2.13091325759888,-2.13091325759888,1,1,2,2,2,2,1,1,.5,.200000002980232,1,2
20,75,0,0,0,0,1,1,0,0,-1.79750490188599,1.79750490188599,1,1,2,2,2,2,0,0,.5,1,1,2
43,75,0,0,0,0,1,1,0,0,-3.25132322311401,3.25132322311401,1,1,3,2,2,3,0,0,.5,.300000011920929,1,2
65,75,0,0,0,0,1,1,0,0,.160942792892456,-.160942792892456,1,1,2,2,2,2,1,1,.5,.100000001490116,1,2
53,75,0,0,0,0,1,1,0,0,1.06407785415649,-1.06407785415649,1,1,3,2,2,3,0,0,.5,.400000005960464,1,2
111,75,0,0,0,0,1,1,0,0,.0351769924163818,-.0351769924163818,1,1,3,2,2,3,0,0,.5,.600000023841858,1,2
66,75,0,0,0,0,1,1,0,0,.36744213104248,-.36744213104248,1,1,2,2,2,2,1,1,.5,.300000011920929,1,2
34,75,0,0,0,0,1,1,0,0,1.55158948898315,-1.55158948898315,1,1,2,2,2,2,1,1,.5,.899999976158142,1,2
54,75,0,0,0,0,1,1,0,0,1.48788344860077,-1.48788344860077,1,1,2,2,2,2,0,0,.5,1.79999995231628,1,2
41,75,0,0,0,0,1,1,0,0,-8.20968437194824,8.20968437194824,1,1,4,2,2,4,1,1,.5,.600000023841858,1,2
28,75,0,0,0,0,1,1,0,0,.546440601348877,-.546440601348877,1,1,2,2,2,2,0,0,.5,.800000011920929,1,2
95,75,0,0,0,0,1,1,0,0,2.13398361206055,-2.13398361206055,1,1,2,2,2,2,1,1,.5,.400000005960464,1,2
116,75,0,0,0,0,1,1,0,0,-.819998264312744,.819998264312744,0,0,1,2,2,1,1,1,.5,0,1,2
6,75,0,0,0,0,1,1,0,0,1.97117781639099,-1.97117781639099,1,1,2,2,2,2,0,0,.5,.200000002980232,1,2
74,75,0,0,0,0,1,1,0,0,.0244431495666504,-.0244431495666504,1,1,4,2,2,4,1,1,.5,1.29999995231628,1,2
37,75,0,0,0,0,1,1,0,0,2.67288374900818,-2.67288374900818,0,0,1,2,2,1,1,1,.5,.600000023841858,1,2
33,75,0,0,0,0,1,1,0,0,-.722481250762939,.722481250762939,1,1,2,2,2,2,1,1,.5,.600000023841858,1,2
103,75,1,0,1,1,0,0,0,0,1.95185399055481,-1.95185399055481,1,1,2,2,2,2,0,0,.400000005960464,.5,1,2
27,75,0,0,0,0,1,1,0,0,1.90498149394989,-1.90498149394989,1,1,2,2,2,2,0,0,.5,.400000005960464,1,2
2,75,0,0,0,0,1,1,0,0,-3.27346992492676,3.27346992492676,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
48,75,0,0,0,0,1,1,0,0,.353883981704712,-.353883981704712,0,0,5,2,2,5,0,0,.5,.5,1,2
78,75,0,0,0,0,1,1,0,0,1.72364819049835,-1.72364819049835,1,1,2,2,2,2,1,1,.5,.400000005960464,1,2
17,75,0,0,0,0,1,1,0,0,-24.2828483581543,24.2828483581543,1,1,9,2,2,9,0,0,.5,2.29999995231628,1,2
25,75,0,0,0,0,1,1,0,0,2.09994268417358,-2.09994268417358,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
102,75,0,0,0,0,1,1,0,0,1.51044237613678,-1.51044237613678,1,1,3,2,2,3,0,0,.5,.400000005960464,1,2
59,75,0,0,0,0,1,1,0,0,-.759352207183838,.759352207183838,1,1,4,2,2,4,0,0,.5,.400000005960464,1,2
56,75,0,0,0,0,1,1,0,0,.627824544906616,-.627824544906616,1,1,2,2,2,2,0,0,.5,.600000023841858,1,2
90,75,1,1,1,1,0,0,1,1,.326677560806274,-.326677560806274,1,1,2,2,2,2,1,1,.400000005960464,.300000011920929,1,2
51,75,0,0,0,0,1,1,0,0,-1.98529291152954,1.98529291152954,1,1,4,2,2,4,1,1,.5,.600000023841858,1,2
70,75,0,0,0,0,1,1,0,0,-3.56723403930664,3.56723403930664,1,1,3,2,2,3,1,1,.5,.600000023841858,1,2
11,75,0,0,0,0,1,1,0,0,-15.0789375305176,15.0789375305176,1,1,6,2,2,6,0,0,.5,.600000023841858,1,2
105,75,0,0,0,0,1,1,0,0,-7.56011438369751,7.56011438369751,1,1,2,2,2,2,0,0,.5,.699999988079071,1,2
110,75,0,0,0,0,1,1,0,0,.980236530303955,-.980236530303955,1,1,2,2,2,2,0,0,.5,0,1,2
12,75,0,0,0,0,1,1,0,0,2.07132482528687,-2.07132482528687,0,0,2,2,2,2,0,0,.5,.400000005960464,1,2
46,75,0,0,0,0,1,1,0,0,-1.07984209060669,1.07984209060669,1,1,5,2,2,5,1,1,.5,.600000023841858,1,2
31,75,0,0,0,0,1,1,0,0,-4.37664604187012,4.37664604187012,1,1,4,2,2,4,1,1,.5,1.5,1,2
13,75,0,0,0,0,1,1,0,0,2.40803074836731,-2.40803074836731,1,1,2,2,2,2,0,0,.5,.600000023841858,1,2
18,75,0,0,0,0,1,1,0,0,-.0135130882263184,.0135130882263184,1,1,2,2,2,2,0,0,.5,.800000011920929,1,2
26,75,0,0,0,0,1,1,0,0,1.05160903930664,-1.05160903930664,1,1,3,2,2,3,0,0,.5,.800000011920929,1,2
94,75,0,0,0,0,1,1,0,0,-5.1401743888855,5.1401743888855,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
22,75,0,0,0,0,1,1,0,0,-2.15168619155884,2.15168619155884,1,1,4,2,2,4,0,0,.5,.600000023841858,1,2
14,75,0,0,0,0,1,1,0,0,1.73670697212219,-1.73670697212219,1,1,3,2,2,3,0,0,.5,.100000001490116,1,2
89,75,0,0,0,0,1,1,0,0,-6.98197031021118,6.98197031021118,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
40,75,0,0,0,0,1,1,0,0,1.84700119495392,-1.84700119495392,0,0,4,2,2,4,1,1,.5,.5,1,2
39,75,0,0,0,0,1,1,0,0,-2.26929235458374,2.26929235458374,1,1,3,2,2,3,1,1,.5,.800000011920929,1,2
61,75,0,0,0,0,1,1,0,0,-2.47293901443481,2.47293901443481,1,1,2,2,2,2,0,0,.5,.899999976158142,1,2
58,75,0,0,0,0,1,1,0,0,.0599427223205566,-.0599427223205566,1,1,7,2,2,7,0,0,.5,2.20000004768372,1,2
107,75,0,0,0,0,1,1,0,0,-1.42888021469116,1.42888021469116,1,1,3,2,2,3,0,0,.5,0,1,2
99,75,0,0,0,0,1,1,0,0,.506777763366699,-.506777763366699,0,0,2,2,2,2,0,0,.5,.400000005960464,1,2
7,75,0,0,0,0,1,1,0,0,-.410547971725464,.410547971725464,1,1,2,2,2,2,0,0,.5,0,1,2
49,75,0,0,0,0,1,1,0,0,.346354246139526,-.346354246139526,0,0,2,2,2,2,0,0,.5,.5,1,2
106,75,0,0,0,0,1,1,0,0,-6.91799783706665,6.91799783706665,1,1,4,2,2,4,0,0,.5,.300000011920929,1,2
21,75,0,0,0,0,1,1,0,0,-.385350942611694,.385350942611694,1,1,4,2,2,4,0,0,.5,1.39999997615814,1,2
98,75,0,0,0,0,1,1,0,0,1.77547192573547,-1.77547192573547,0,0,2,2,2,2,0,0,.5,.200000002980232,1,2
88,75,0,1,0,0,1,1,1,1,.869354248046875,-.869354248046875,1,1,2,2,2,2,1,1,.5,.300000011920929,1,2
23,75,0,0,0,0,1,1,0,0,1.01420712471008,-1.01420712471008,1,1,2,2,2,2,0,0,.5,.5,1,2
79,75,0,0,0,0,1,1,0,0,2.5861189365387,-2.5861189365387,0,0,1,2,2,1,1,1,.5,.200000002980232,1,2
8,75,0,0,0,0,1,1,0,0,.191298723220825,-.191298723220825,1,1,2,2,2,2,0,0,.5,.5,1,2
32,75,0,0,0,0,1,1,0,0,-5.77811574935913,5.77811574935913,1,1,3,2,2,3,1,1,.5,.300000011920929,1,2
109,75,0,0,0,0,1,1,0,0,2.35623645782471,-2.35623645782471,1,1,2,2,2,2,1,1,.5,.699999988079071,1,2
1,75,0,0,0,0,1,1,0,0,-14.2912673950195,14.2912673950195,0,0,3,2,2,3,0,0,.5,.899999976158142,1,2
50,75,0,0,0,0,1,1,0,0,2.08915996551514,-2.08915996551514,1,1,2,2,2,2,0,0,.5,.400000005960464,1,2
76,75,0,0,0,0,1,1,0,0,-2.97990798950195,2.97990798950195,1,1,3,2,2,3,1,1,.5,.600000023841858,1,2
117,75,0,0,0,0,1,1,0,0,3.36611890792847,-3.36611890792847,1,1,1,2,2,1,1,1,.5,0,1,2
5,75,0,0,0,0,1,1,0,0,1.39002084732056,-1.39002084732056,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
4,75,0,0,0,0,1,1,0,0,.62306022644043,-.62306022644043,1,1,5,2,2,5,0,0,.5,.300000011920929,1,2
87,75,0,1,0,0,1,1,1,1,-.0348224639892578,.0348224639892578,1,1,2,2,2,2,1,1,.5,.400000005960464,1,2
100,75,1,0,1,1,0,0,0,0,1.43035411834717,-1.43035411834717,1,1,3,2,2,3,1,1,.400000005960464,.600000023841858,1,2
57,75,0,0,0,0,1,1,0,0,-.584248065948486,.584248065948486,1,1,2,2,2,2,0,0,.5,1,1,2
101,75,0,0,0,0,1,1,0,0,.136954784393311,-.136954784393311,1,1,2,2,2,2,0,0,.5,.699999988079071,1,2
92,75,0,0,0,0,1,1,0,0,.628942728042603,-.628942728042603,1,1,1,2,2,1,1,1,.5,.5,1,2
83,75,0,0,0,0,1,1,0,0,-1.28332233428955,1.28332233428955,1,1,5,2,2,5,1,1,.5,.400000005960464,1,2
82,75,0,0,0,0,1,1,0,0,2.64056301116943,-2.64056301116943,0,0,1,2,2,1,1,1,.5,.200000002980232,1,2
30,75,0,0,0,0,1,1,0,0,.273179054260254,-.273179054260254,1,1,1,2,2,1,1,1,.5,.400000005960464,1,2
16,75,0,0,0,0,1,1,0,0,2.47847199440002,-2.47847199440002,0,0,1,2,2,1,0,0,.5,.200000002980232,1,2
47,75,0,0,0,0,1,1,0,0,-.901350975036621,.901350975036621,1,1,1,2,2,1,0,0,.5,.100000001490116,1,2
29,75,0,0,0,0,1,1,0,0,-11.7461738586426,11.7461738586426,1,1,4,2,2,4,1,1,.5,1.60000002384186,1,2
68,75,0,0,0,0,1,1,0,0,.37764835357666,-.37764835357666,0,0,1,2,2,1,1,1,.5,.100000001490116,1,2
119,75,0,0,0,0,1,1,0,0,3.36611890792847,-3.36611890792847,0,0,1,2,2,1,0,0,.5,0,1,2
3,75,0,0,0,0,1,1,0,0,1.82788360118866,-1.82788360118866,1,1,3,2,2,3,0,0,.5,.400000005960464,1,2
45,75,0,0,0,0,1,1,0,0,1.95470714569092,-1.95470714569092,0,0,1,2,2,1,0,0,.5,.899999976158142,1,2
81,75,0,0,0,0,1,1,0,0,1.57653045654297,-1.57653045654297,0,0,3,2,2,3,1,1,.5,.400000005960464,1,2
60,75,0,0,0,0,1,1,0,0,1.33342289924622,-1.33342289924622,0,0,2,2,2,2,0,0,.5,.400000005960464,1,2
112,75,0,0,0,0,1,1,0,0,-10.7350597381592,10.7350597381592,1,1,4,2,2,4,0,0,.5,1,1,2
52,75,0,0,0,0,1,1,0,0,3.13660717010498,-3.13660717010498,0,0,2,2,2,2,1,1,.5,.300000011920929,1,2
64,75,0,0,0,0,1,1,0,0,-7.22800016403198,7.22800016403198,1,1,3,2,2,3,1,1,.5,.699999988079071,1,2
115,75,0,0,0,0,1,1,0,0,1.84361886978149,-1.84361886978149,1,1,1,2,2,1,0,0,.5,.200000002980232,1,2
77,75,0,0,0,0,1,1,0,0,.908457040786743,-.908457040786743,1,1,2,2,2,2,1,1,.5,.200000002980232,1,2
93,75,0,0,0,0,1,1,0,0,-5.01211500167847,5.01211500167847,1,1,2,2,2,2,1,1,.5,.300000011920929,1,2
73,75,0,0,0,0,1,1,0,0,-.758392333984375,.758392333984375,1,1,2,2,2,2,1,1,.5,.400000005960464,1,2
42,75,0,0,0,0,1,1,0,0,-.0333518981933594,.0333518981933594,1,1,3,2,2,3,1,1,.5,.699999988079071,1,2
108,75,0,0,0,0,1,1,0,0,-3.26952791213989,3.26952791213989,0,0,2,2,2,2,0,0,.5,2,1,2
10,75,0,0,0,0,1,1,0,0,-24.6034698486328,24.6034698486328,1,1,4,2,2,4,0,0,.5,1.60000002384186,1,2
114,75,0,0,0,0,1,1,0,0,-5.63523530960083,5.63523530960083,1,1,2,2,2,2,0,0,.5,1.10000002384186,1,2
15,75,0,0,0,0,1,1,0,0,-.236783027648926,.236783027648926,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
63,75,0,0,0,0,1,1,0,0,-.96167516708374,.96167516708374,0,0,1,2,2,1,0,0,.5,.200000002980232,1,2
86,75,0,1,0,0,1,1,1,1,-2.26939010620117,2.26939010620117,0,0,5,2,2,5,1,1,.5,.800000011920929,1,2
44,75,0,0,0,0,1,1,0,0,-.456749200820923,.456749200820923,0,0,1,2,2,1,0,0,.5,0,1,2
72,75,0,0,0,0,1,1,0,0,.596692562103271,-.596692562103271,1,1,3,2,2,3,1,1,.5,1.20000004768372,1,2
55,75,0,0,0,0,1,1,0,0,2.00594234466553,-2.00594234466553,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
67,75,0,0,0,0,1,1,0,0,1.46882474422455,-1.46882474422455,1,1,2,2,2,2,1,1,.5,.100000001490116,1,2
71,75,1,1,1,1,0,0,1,1,1.88582468032837,-1.88582468032837,1,1,2,2,2,2,1,1,.400000005960464,.800000011920929,1,2
38,75,0,0,0,0,1,1,0,0,-2.10141134262085,2.10141134262085,1,1,5,2,2,5,1,1,.5,.600000023841858,1,2
96,75,0,0,0,0,1,1,0,0,2.29631900787354,-2.29631900787354,0,0,2,2,2,2,0,0,.5,0,1,2
97,75,0,0,0,0,1,1,0,0,.111412763595581,-.111412763595581,1,1,3,2,2,3,1,1,.5,.5,1,2
9,75,0,0,0,0,1,1,0,0,.718530654907227,-.718530654907227,1,1,2,2,2,2,0,0,.5,.200000002980232,1,2
69,75,0,0,0,0,1,1,0,0,-10.9156455993652,10.9156455993652,1,1,2,2,2,2,1,1,.5,.400000005960464,1,2
19,75,0,0,0,0,1,1,0,0,.188413619995117,-.188413619995117,1,1,2,2,2,2,0,0,.5,.699999988079071,1,2
118,75,0,0,0,0,1,1,0,0,3.36611890792847,-3.36611890792847,0,0,1,2,2,1,0,0,.5,0,1,2
24,75,0,0,0,0,1,1,0,0,-2.23897886276245,2.23897886276245,1,1,2,2,2,2,0,0,.5,.300000011920929,1,2
104,75,0,0,0,0,1,1,0,0,-9.32264518737793,9.32264518737793,1,1,4,2,2,4,0,0,.5,.300000011920929,1,2
62,75,0,0,0,0,1,1,0,0,-11.25270652771,11.25270652771,1,1,5,2,2,5,0,0,.5,.200000002980232,1,2
91,75,0,0,0,0,1,1,0,0,1.46200120449066,-1.46200120449066,1,1,2,2,2,2,0,0,.5,.100000001490116,1,2
113,75,1,0,1,1,0,0,0,0,1.59117782115936,-1.59117782115936,1,1,2,2,2,2,1,1,.400000005960464,.200000002980232,1,2
36,75,0,0,0,0,1,1,0,0,2.60982465744019,-2.60982465744019,0,0,2,2,2,2,0,0,.5,0,1,2
35,75,0,0,0,0,1,1,0,0,.157042503356934,-.157042503356934,1,1,3,2,2,3,1,1,.5,.699999988079071,1,2
80,75,0,0,0,0,1,1,0,0,2.9624719619751,-2.9624719619751,0,0,2,2,2,2,1,1,.5,.100000001490116,1,2
68,76,0,0,0,0,1,1,0,0,3.35755634307861,-3.35755634307861,0,0,1,3,3,1,1,1,.600000023841858,.100000001490116,1,2
113,76,0,0,0,0,1,1,0,0,4.57108592987061,-4.57108592987061,1,1,2,3,3,2,1,1,.600000023841858,.200000002980232,1,2
39,76,0,1,0,0,1,1,0,0,.710615634918213,-.710615634918213,1,1,3,3,3,3,1,1,.600000023841858,.699999988079071,1,2
108,76,0,0,0,0,1,1,0,0,-.289619922637939,.289619922637939,0,0,2,3,3,2,0,0,.600000023841858,2,1,2
49,76,1,1,1,1,0,0,0,0,3.32626223564148,-3.32626223564148,0,0,2,3,3,2,0,0,.5,.400000005960464,1,2
6,76,0,0,0,0,1,1,0,0,4.95108604431152,-4.95108604431152,1,1,2,3,3,2,0,0,.600000023841858,.200000002980232,1,2
106,76,0,0,0,0,1,1,0,0,-3.9380898475647,3.9380898475647,1,1,4,3,3,4,0,0,.600000023841858,.300000011920929,1,2
36,76,0,0,0,0,1,1,0,0,5.58973264694214,-5.58973264694214,0,0,2,3,3,2,1,1,.600000023841858,0,1,2
101,76,0,0,0,0,1,1,0,0,3.11686277389526,-3.11686277389526,1,1,2,3,3,2,0,0,.600000023841858,.699999988079071,1,2
28,76,0,0,0,0,1,1,0,0,3.52634859085083,-3.52634859085083,1,1,2,3,3,2,0,0,.600000023841858,.800000011920929,1,2
74,76,0,0,0,0,1,1,0,0,3.0043511390686,-3.0043511390686,1,1,4,3,3,4,1,1,.600000023841858,1.29999995231628,1,2
2,76,0,0,0,0,1,1,0,0,-.293561935424805,.293561935424805,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
107,76,0,0,0,0,1,1,0,0,1.55102777481079,-1.55102777481079,1,1,3,3,3,3,0,0,.600000023841858,0,1,2
44,76,0,0,0,0,1,1,0,0,2.52315878868103,-2.52315878868103,0,0,1,3,3,1,0,0,.600000023841858,0,1,2
16,76,0,0,0,0,1,1,0,0,5.4583797454834,-5.4583797454834,0,0,1,3,3,1,0,0,.600000023841858,.200000002980232,1,2
63,76,0,0,0,0,1,1,0,0,2.01823282241821,-2.01823282241821,0,0,1,3,3,1,0,0,.600000023841858,.200000002980232,1,2
8,76,0,0,0,0,1,1,0,0,3.17120671272278,-3.17120671272278,1,1,2,3,3,2,0,0,.600000023841858,.5,1,2
46,76,1,1,1,1,0,0,0,0,1.90006589889526,-1.90006589889526,1,1,5,3,3,5,1,1,.5,.5,1,2
98,76,0,0,0,0,1,1,0,0,4.75537967681885,-4.75537967681885,0,0,2,3,3,2,0,0,.600000023841858,.200000002980232,1,2
17,76,0,0,0,0,1,1,0,0,-21.3029403686523,21.3029403686523,1,1,9,3,3,9,0,0,.600000023841858,2.29999995231628,1,2
42,76,0,0,0,0,1,1,0,0,2.94655609130859,-2.94655609130859,1,1,3,3,3,3,1,1,.600000023841858,.699999988079071,1,2
51,76,0,0,0,0,1,1,0,0,.994615077972412,-.994615077972412,1,1,4,3,3,4,1,1,.600000023841858,.600000023841858,1,2
19,76,0,0,0,0,1,1,0,0,3.16832160949707,-3.16832160949707,1,1,2,3,3,2,0,0,.600000023841858,.699999988079071,1,2
25,76,0,0,0,0,1,1,0,0,5.07985067367554,-5.07985067367554,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
43,76,0,0,0,0,1,1,0,0,-.271415233612061,.271415233612061,1,1,3,3,3,3,0,0,.600000023841858,.300000011920929,1,2
5,76,0,0,0,0,1,1,0,0,4.36992883682251,-4.36992883682251,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
14,76,0,0,0,0,1,1,0,0,4.71661472320557,-4.71661472320557,1,1,3,3,3,3,0,0,.600000023841858,.100000001490116,1,2
53,76,0,0,0,0,1,1,0,0,4.04398584365845,-4.04398584365845,1,1,3,3,3,3,1,1,.600000023841858,.400000005960464,1,2
59,76,0,0,0,0,1,1,0,0,2.22055578231812,-2.22055578231812,1,1,4,3,3,4,1,1,.600000023841858,.400000005960464,1,2
30,76,0,0,0,0,1,1,0,0,3.25308704376221,-3.25308704376221,1,1,1,3,3,1,1,1,.600000023841858,.400000005960464,1,2
56,76,0,0,0,0,1,1,0,0,3.60773253440857,-3.60773253440857,1,1,2,3,3,2,0,0,.600000023841858,.600000023841858,1,2
95,76,0,0,0,0,1,1,0,0,5.1138916015625,-5.1138916015625,1,1,2,3,3,2,0,0,.600000023841858,.400000005960464,1,2
32,76,0,0,0,0,1,1,0,0,-2.79820775985718,2.79820775985718,1,1,3,3,3,3,1,1,.600000023841858,.300000011920929,1,2
21,76,0,0,0,0,1,1,0,0,2.59455704689026,-2.59455704689026,1,1,4,3,3,4,0,0,.600000023841858,1.39999997615814,1,2
82,76,0,0,0,0,1,1,0,0,5.62047100067139,-5.62047100067139,0,0,1,3,3,1,1,1,.600000023841858,.200000002980232,1,2
109,76,0,0,0,0,1,1,0,0,5.33614444732666,-5.33614444732666,1,1,2,3,3,2,1,1,.600000023841858,.699999988079071,1,2
94,76,0,0,0,0,1,1,0,0,-2.16026639938354,2.16026639938354,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
87,76,0,0,0,0,1,1,0,0,2.9450855255127,-2.9450855255127,1,1,2,3,3,2,1,1,.600000023841858,.5,1,2
93,76,0,0,0,0,1,1,0,0,-2.03220701217651,2.03220701217651,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
96,76,0,0,0,0,1,1,0,0,5.27622699737549,-5.27622699737549,0,0,2,3,3,2,0,0,.600000023841858,0,1,2
4,76,0,0,0,0,1,1,0,0,3.60296821594238,-3.60296821594238,1,1,5,3,3,5,0,0,.600000023841858,.300000011920929,1,2
86,76,0,0,0,0,1,1,0,0,.710517883300781,-.710517883300781,0,0,5,3,3,5,1,1,.600000023841858,.899999976158142,1,2
104,76,0,0,0,0,1,1,0,0,-6.34273767471313,6.34273767471313,1,1,4,3,3,4,0,0,.600000023841858,.300000011920929,1,2
91,76,0,1,0,0,1,1,0,0,4.4419093132019,-4.4419093132019,1,1,2,3,3,2,0,0,.600000023841858,0,1,2
77,76,0,0,0,0,1,1,0,0,3.8883650302887,-3.8883650302887,1,1,2,3,3,2,0,0,.600000023841858,.200000002980232,1,2
55,76,0,0,0,0,1,1,0,0,4.98585033416748,-4.98585033416748,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
102,76,0,0,0,0,1,1,0,0,4.49035024642944,-4.49035024642944,1,1,3,3,3,3,0,0,.600000023841858,.400000005960464,1,2
84,76,0,0,0,0,1,1,0,0,4.86913871765137,-4.86913871765137,0,0,1,3,3,1,0,0,.600000023841858,0,1,2
118,76,0,0,0,0,1,1,0,0,6.34602689743042,-6.34602689743042,0,0,1,3,3,1,1,1,.600000023841858,0,1,2
100,76,0,0,0,0,1,1,0,0,4.41026210784912,-4.41026210784912,1,1,3,3,3,3,1,1,.600000023841858,.600000023841858,1,2
15,76,0,0,0,0,1,1,0,0,2.74312496185303,-2.74312496185303,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
79,76,0,0,0,0,1,1,0,0,5.56602668762207,-5.56602668762207,0,0,1,3,3,1,1,1,.600000023841858,.200000002980232,1,2
26,76,0,0,0,0,1,1,0,0,4.03151702880859,-4.03151702880859,1,1,3,3,3,3,0,0,.600000023841858,.800000011920929,1,2
115,76,0,0,0,0,1,1,0,0,4.82352685928345,-4.82352685928345,1,1,1,3,3,1,0,0,.600000023841858,.200000002980232,1,2
111,76,0,0,0,0,1,1,0,0,3.01508498191834,-3.01508498191834,1,1,3,3,3,3,0,0,.600000023841858,.600000023841858,1,2
80,76,0,0,0,0,1,1,0,0,5.94237995147705,-5.94237995147705,0,0,2,3,3,2,1,1,.600000023841858,.100000001490116,1,2
13,76,0,0,0,0,1,1,0,0,5.38793897628784,-5.38793897628784,1,1,2,3,3,2,0,0,.600000023841858,.600000023841858,1,2
7,76,0,0,0,0,1,1,0,0,2.56936001777649,-2.56936001777649,1,1,2,3,3,2,0,0,.600000023841858,0,1,2
69,76,0,0,0,0,1,1,0,0,-7.93573713302612,7.93573713302612,1,1,2,3,3,2,1,1,.600000023841858,.400000005960464,1,2
60,76,0,0,0,0,1,1,0,0,4.31333065032959,-4.31333065032959,0,0,2,3,3,2,0,0,.600000023841858,.400000005960464,1,2
29,76,0,1,0,0,1,1,1,1,-8.76626586914063,8.76626586914063,1,1,4,3,3,4,1,1,.600000023841858,1.5,1,2
24,76,0,0,0,0,1,1,0,0,.740929126739502,-.740929126739502,1,1,2,3,3,2,0,0,.600000023841858,.300000011920929,1,2
38,76,0,0,0,0,1,1,0,0,.878496646881104,-.878496646881104,1,1,5,3,3,5,1,1,.600000023841858,.600000023841858,1,2
23,76,0,0,0,0,1,1,0,0,3.99411511421204,-3.99411511421204,1,1,2,3,3,2,0,0,.600000023841858,.5,1,2
9,76,0,0,0,0,1,1,0,0,3.69843864440918,-3.69843864440918,1,1,2,3,3,2,0,0,.600000023841858,.200000002980232,1,2
92,76,0,0,0,0,1,1,0,0,3.60885071754456,-3.60885071754456,1,1,1,3,3,1,1,1,.600000023841858,.5,1,2
35,76,0,0,0,0,1,1,0,0,3.13695049285889,-3.13695049285889,1,1,3,3,3,3,1,1,.600000023841858,.699999988079071,1,2
41,76,0,0,0,0,1,1,0,0,-5.22977685928345,5.22977685928345,1,1,4,3,3,4,1,1,.600000023841858,.600000023841858,1,2
34,76,0,0,0,0,1,1,0,0,4.53149747848511,-4.53149747848511,1,1,2,3,3,2,1,1,.600000023841858,.899999976158142,1,2
57,76,0,1,0,0,1,1,0,0,2.39565992355347,-2.39565992355347,1,1,2,3,3,2,0,0,.600000023841858,.899999976158142,1,2
40,76,0,0,0,0,1,1,0,0,4.82690906524658,-4.82690906524658,0,0,4,3,3,4,1,1,.600000023841858,.5,1,2
61,76,0,0,0,0,1,1,0,0,.506968975067139,-.506968975067139,1,1,2,3,3,2,0,0,.600000023841858,.899999976158142,1,2
62,76,0,0,0,0,1,1,1,1,-8.27279853820801,8.27279853820801,1,1,5,3,3,5,1,1,.600000023841858,.200000002980232,1,2
83,76,0,0,0,0,1,1,0,0,1.6965856552124,-1.6965856552124,1,1,5,3,3,5,1,1,.600000023841858,.400000005960464,1,2
105,76,0,0,0,0,1,1,0,0,-4.58020639419556,4.58020639419556,1,1,2,3,3,2,0,0,.600000023841858,.699999988079071,1,2
66,76,0,0,0,0,1,1,0,0,3.34735012054443,-3.34735012054443,1,1,2,3,3,2,1,1,.600000023841858,.300000011920929,1,2
117,76,0,0,0,0,1,1,0,0,6.34602689743042,-6.34602689743042,1,1,1,3,3,1,1,1,.600000023841858,0,1,2
72,76,0,0,0,0,1,1,0,0,3.57660055160522,-3.57660055160522,1,1,3,3,3,3,1,1,.600000023841858,1.20000004768372,1,2
